NberID|Text
w8004|Since 1991, the United States has experienced the sharpest drop in murder rates since the end of Prohibition in 1933. Homicide rates have fallen more than 40 percent. Violent crime and property crime have each declined more than 30 percent. Hundreds of articles discussing this change have appeared in the academic literature and popular press.1 They have offered an array of explanations: the increasing use of incarceration, growth in the number of police, improved policing strategies such as those adopted in New York, declines in the crack cocaine trade, the strong economy, and increased expenditures on victim precautions such as security guards and alarms. None of these factors, however, can provide an entirely satisfactory explanation for the large, widespread, and persistent drop in crime in the 1990's.
w3734|In recent years there has been a surge in the application of formal microeconomic models of discontinuous and lumpy adjustment ---originally developed in the early 50's for retail inventories--- to a variety of topics in economics, such as cash balances, labor demand, investment, entry and exit, prices, durable goods and technology upgrade. Yet the possibility of explaining aggregate economic phenomena based on these models has remained largely unexplored, primarily because of the technical difficulties involved. Since aggregate data do not look as discontinuous and lumpy as their microeconomic counterparts, in order to apply these models to macroeconomic data aggregation has to be modeled explicitly. This is hard to do when shocks are not purely idiosyncratic but also have a common (or, equivalent^, aggregate) component. The few results existent in the literature have provided important insights, but have been limited either to numerical simulations (Blinder 1981) or to steady state analysis (Caplin 1985, Caplin and Spulber 1987).
w13661|Becker's (1957) seminal 'The Economics of Discrimination' launched the formal analysis of labor market discrimination among economists. Becker's analysis focused on the relationship between racial prejudice among whites and discrimination against racial minorities in a competitive model. In contrast to much of the contemporaneous literature, Becker formalized the definition of racial preferences, depicting them as an aversion to cross-racial interaction. In a series of models, he analyzed the effect of the possession of such preferences among customers, co-workers and employers on black relative wages. Since the publication of Becker's work, discrimination has been one of the most intensely studied topics in economics; theorists have posited different explanations for racial wage gaps including many which do not depend on racial animus, and there have been hundreds of empirical studies devoted to measuring and attempting to explain wage differences. Yet, curiously, in the massive and growing discrimination literature, there is no paper of which we are aware that tests the sharp, yet subtle predictions of Becker's original prejudice model about the relationship between racial wage gaps and prejudice. In this paper, we attempt to address this omission. In the short-run version of Becker's employer discrimination model, racial prejudice causes some employers to regard black workers as more expensive than they truly are. Market pressures cause blacks to be hired by the least prejudiced employers in the market and to sort away from those with the highest levels of prejudice. In equilibrium, Becker shows that black relative wages are determined by the most prejudiced employer with whom they come into contact---the marginal discriminator. Racial wage gaps, in Becker's formulation, are determined by the prejudice of this marginal person, and not by the average level of prejudice among all employers. More generally, given the sorting mechanism described above, and since blacks constitute a relatively small share of the labor force in almost every labor market, wage gaps will generally be determined by variation in the level of prejudice of those in the lower tail of the prejudice distribution; how prejudiced the most prejudiced employers are should not matter at all for wages in Becker's framework.
w12924|For every dollar of revenue raised by the US income tax system, taxpayers incur about 10 cents in private compliance costs associated with record keeping and tax filing (Slemrod 1996). These compliance costs impose a dead-weight burden on society. Yet policies that would reduce these costs are frequently opposed by policy-makers and economists who believe that compliance costs play an important role in keeping taxes visible and salient to the electorate, who then serve as an important check on attempts to raise the scale of government activity beyond what an informed citizenry would want. For example, Milton Friedman has publicly lamented his inadvertent contribution to the growth of government by encouraging the introduction of the visibility-reducing Federal income tax withholding system during the Second World War (Friedman and Friedman, 1998 p.123).
w3503|Since its discovery by Hultgren (1960), the procyclical behavior of average labor productivity, also known as short run increasing returns to labor (SRIRL), has achieved the status of a basic stylized fact of macroeconomics. The ubiquitous nature of procyclical productivity has been confirmed by studies at levels of aggregation ranging from the firm to the national economy, and for a variety of countries and sample periods. Much of the original research on procyclical productivity was undertaken during the 1960s and early 1970s, contributions being made by Ball and St. Cyr <1966), Brechling (1965), Kuh (1965), Solow (1968), Fair (1969), and Sims (1974), among others. More recently, attention has been refocused on SRIRL in the context of research on real business cycles (Prescott (1986a)), and by papers by Fay and Medoff (1985), Hall (1987, 1988a, 1988b), Rotemberg and Summers (1988), and Chirinko (1989).
w2572|Most models of factor adjustment assume smooth paths from an Initial to a final equilibrium when the fundamental determinants of factor demand are shocked. Indeed, most recent econometric work has even assumed that the adjustment is characterized by a geometric lag structure. The purposes of this study are to reexamine the theory underlying these assumptions, to discover whether they make sense empirically, and to consider the implications of alternative estimates that allow one to infer the structure of the costs of adjusting labor demand. This reexamination is necessary for several reasons. It may be that predictions of the paths of factor demand are unaffected by econometric specifications that fail to embody the underlying structure of the adjustment costs that face decision-makers at the firm level. However, without specifying and estimating equations that embody these structures we cannot know if this is so.
w19369|The United States experienced a dramatic increase in educational attainment during the 20th century. While less than 25 percent of Americans born in 1930 attended college, over 60 percent of those born in 1970 did so (Goldin and Katz 2008). These gains were precipitated by the rapid expansion of secondary education, known as the "High School Movement," which resulted in the high school graduation rate rising from 9 percent in 1910 to 51 percent in 1940 (Goldin 1998). Numerous factors contributed to the spread of high schools in the first part of the century including competition among localities to increase property values and a rising demand for educated workers (Goldin and Katz 2008).
w1916|Robert Lucas begins his classic article "Understanding Business Cycles" with the question, "Why is it that, in capitalist economies, aggregate variables undergo repeated fluctuations about trend, all of essentially the same character?" Many textbooks introduce macroeconomics with a graph of real GNP together with a trend line, implying that the purpose of macroeconomic theory is to explain the deviations of production from the trend. Implicit both in Lucas's question and in a such a picture is the notion that output fluctuations are transitory. Certainly this view is implicit in the standard explanation of the business cycle: the natural rate of output grows at a more or less constant rate while output fluctuations represent temporary deviations from this natural rate. The purpose of this paper is to question this conventional view. In particular, we examine one simple implication for the univariate properties of economic t-ime series. If fluctuations in output are dominated by temporary deviations from the natural rate, then an innovation in output should not substantially change one's forecast of output in, say, ten or twenty years.
w9009|On news of a takeover, the share price of the target firm usually rises sharply, while that of the acquiring firm usually falls. The joint value may or may not rise. Surveying the field, Andrade, Mitchell and Stafford (2001) report that since 1973 target premia were 20 or 30 percent, acquirer discounts were minus 3 or 4 percent, and that the joint value shows no clear pattern. They conclude (p. 118) that "the fact that mergers do not seem to benefit acquirers provides a reason to worry [ ] that mergers do not raise value]." To explain such evidence (Shleifer and Vishny 2001) have assumed that investors are irrational and (Roll 1986) has assumed that managers use takeovers to extend their empires at the expense of the shareholder.
w3399|Within national boundaries, laws and contracts allow parties to influence each other's actions. A third party, the legal system, can punish chose ÃÂ«ho break lavs or breach contracts. Ill contract, the interactions of sovereign governments, or of parties under the Jurisdictions of .different sovereign governments, typically lack third parties to enforce contracts and agreements. Hence, parties to such contracts or agreements must themselves be willing to enforce them if they are to have any effect. Enforcement may then require measures that affect the other party directly, without involving anyone else. Economic sanctions, steps by a government that Inflict harm on another country, possibly at a cost to Itself, are such measures. National governments have often, used economic sanctions to affect policies of other countries.1 The United States government, for example, has banned trade with Cuba and South Africa In response to policies- of their governments. US trade law calls for trade restrictions against countries found to engage In practices that damage US Industry or infringe upon US intellectual property. Finally, collecting repayment from debtor governments may require that creditor countries threaten Co curtail financial relations or trade with debtor countries.
w2809|What role do the external trading environment and commercial policy play in the determination of long-run economic performance? This central question of International economics has received surprisingly little attention In the theoretical literature over the years. Previous research on trade and growth has adopted the neoclassical framework to focus on factor accumulation in the open economy. (See the surveys by Findlay (1984) and Smith (1984)). This research largely neglects the effects of trade structure on rates of growth, however, addressing Instead the reverse causation from growth and accumulation to trade patterns.^ The direction that the research followed almost surely can be ascribed to the well-known property of the standard neoclassical growth model with diminishing returns to capital that (endogenous) growth in per capita Income dissipates In the long run. For this reason, the familiar models which Incorporate investment only in capital equipment seem ill-suited for analysis of long-run growth. The available evidence collected since the seminal work of Solow (1957) also leads one to look beyond capital accumulation for an explanation of growth.
w12433|The underlying structure of most dynamic business-cycle and consumption-based asset-pricing models is a variant of the neoclassical stochastic growth model. Such models have been analyzed by, among others, Cass (1965), Brock and Mirman (1972), and Donaldson and Mehra (1983). They focus on how an omniscient central planner seeking to maximize the present value of expected utility of a representative agent, optimally allocates resources over the infinite time horizon. Production is limited by an aggregate production function subject to technological (total factor productivity) shocks. The solution to the planning problem is characterized by time-invariant decision rules, which determine optimal consumption and investment each period. These decision rules have as arguments the economy's period aggregate capital stock and the shock to technology. Business cycles, however, are not predicated on the actions of a central planner, but arise from interactions among economic agents in competitive markets. Given the desirable features of the stochastic growth paradigm--the solution methods are well known and the model generates well-defined proxies for all the major macro aggregates: consumption, investment, output, etc.--it is natural to ask if the allocations arising in that model can be viewed as competitive equilibria. That is, do price sequences exist such that economic agents, optimizing at these prices and interacting through competitive markets, achieve the allocations in question as competitive equilibria? This is the essential question of dynamic-decentralization theory.
w10991|In coming years, the AIDS epidemic will visit upon the peoples of southern Africa a plague of immeasurable horror. The growth of HIV infection amongst African adults during the 1990s far exceeded most forecasts, with infection rates amongst pregnant women in, for exam- ple, South Africa reaching 25 percent by the year 2000 (Figure 1.1). While adults with HIV typi- cally remain asymptomatic for 8 or 9 years, they develop AIDS soon thereafter and quickly succumb to the torturous infections and cancers which overwhelm their degraded immune systems. Thus, existing infection rates, in and of themselves, presage the imminent death of at least five million young South African adults aged 15-49 in the coming decade, without consid- eration of the millions among future cohorts who will be infected at birth or as young adults.
w5345|Derivative securities are contingent claims whose payoffs depend upon another asset's payoff. Stock options, futures, swaps, caps, floors, bonds, callable bonds, convertibles, bond options, all fall into this category. Derivative securities are widely traded both over the counter and on exchanges, and more often than not the volume traded is much larger for the derivative securities than the underlying assets that sustain them. The theory of derivative security pricing relies essentially on continuous-time arbitrage arguments since the pioneering Black and Scholes (1973) paper. As further demonstrated by the work of Merton (eg
w5606|It seems undeniable that the increase in the skill premium in the advanced world is primarily the result of skill-biased technological change. Paul Krugman, a Stanford University economist (1994) I don't think a guy will be able to go into his country club if he doesn't have a CADffCAM ficomputer aided manufacturing and design system] system in his factory. He's got to be able to talk about his CADffCAM system as he tees off on the third tee - or he will be embarrassed. Joseph Engelberger, founder of Unimation, the first major US robot manufacturer (Schlesinger 1983) There has been a large widening of wage differentials in the US and other industrialized countries during the past 15 years. Many researchers have attributed this change to skill-biased technological change (see Bound and Johnson (1992)). The evidence supporting a major role for skill-biased technical change, however, is primarily inferential. Wages for highly skilled workers in the US have risen while the number of skilled workers has risen as well. In the view of many, therefore, this requires an explanation based on an increased demand for more skilled labor.
w4397|One of the striking economic events of the 1980s was the sudden appearance, in the early part of the decade, of a large volume of foreign direct investment (FDI) in the United States. This development raised a number of important conceptual and policy questions, all of them linked, ultimately, to the source of the FDI surge. One explanation frequently offered is that the 1981 US tax change greatly encouraged foreigners to invest in America. If it is true that tax changes are partly responsible for the FDI inflow, then the US tax reforms currently under consideration in Congress (and elsewhere) are likely to carry important implications for future patterns of FDI. Unfortunately, rather little is known about the magnitude of the effect of taxation on foreign direct investment. This paper examines the effect of state tax rates in the US on the location of foreign direct investment within the US. Foreign investors in the United States pay state taxes on their investment income at (roughly) the same rates that US investors pay on theirs.
w4376|When do shareholders benefit from firm diversification? Coase's answer is that the boundary of the firm should be at the point where "the costs of organizing an extra transaction within the firm become equal to the costs of carrying out the same transaction by means of an exchange in the open market or the costs of organizing in another firm" (Coase (1937)). As pointed out by Williamson (1981) and others, this answer requires an operational definition of transaction costs. Depending on one's view of transaction costs, one can look at a firm and find it either efficiently organized or not.
w17347|I propose a flexible framework for the quantitative analysis of unilateral and multilateral trade policy. It is based on a multi-country multi-industry general equilibrium model of international trade featuring inter-industry trade as in Ricardo (1817), intra-industry trade as in Krugman (1980), and special interest politics as in Grossman and Helpman (1994). By combining these elements, it takes a unified view of trade policy which nests traditional, new trade, and political economy motives for protection. Specifically, it features import tariffs which serve to manipulate the terms-of-trade, shift profits away from other countries, and channel profits towards politically influential industries. I use this framework to address some natural questions emerging from the qualitative trade policy literature. To this end, I calibrate it to perfectly match industry-level trade and tariffs of the main players in recent GATTffWTO negotiations.
w4634|Will continued economic growth throughout the world bring ever greater harm to the earth's environment? Or do increases in income and wealth sew the seeds for the amelioration of ecological problems? The answers to these questions are critical for the design of appropriate development strategies for lesser developed countries. Exhaustible and renewable natural resources serve as inputs into the production of many goods and services. If the composition of output and the methods of production were immutable, then damage to the environment would be linked unavoidably to the scale of global economic activity. But substantial evidence suggests that development gives rise to a structural transformation in what an economy produces (see Syrquin, 1989).
w4100|On January 31, 1935 President Franklin D. Roosevelt signed Amendment 5 to the Code of Fair Competition for the Automobile Manufacturing Industry. Section 3 of the amendment contained the following provision: "The members of the Industry are requested and authorized to enter into agreements with one another with respect to Fall announcements of new models of passenger automobiles and the holding of automobile shows in the Fall of the year, as a means of facilitating regularization of employment in the industry." Relative to current standards, this level of government intervention seems quite extraordinary. In fact, this amendment was part of the President's program, under the National Industrial Recovery Act (NIRA), to regularize employment in the economy. Implementation of this program involved the negotiation of over 500 quite specific codes of competition regulating conditions of employment and compensation.
w3528|Many economists believe that increased economic integration between the developed economies of the world has tended to increase the long-run rate of economic growth. If they were asked to make an intuitive prediction, they would suggest that prospects for growth would be permanently diminished if a barrier were erected that impeded the flow of all goods, ideas, and people between Asia, Europe, and North America. Yet it would be difficult for any of us to offer a rigorous model that has been (or even could be) calibrated to data and that could justify this belief. We know what some of the basic elements of such a growth model would be. Historical analysis (eg Rosenberg [1980]) shows that the creation and transmission of ideas have been extremely important in the development of modem standards of living. Theoretical arguments dating from Adam Smith's analysis of the pin factory have emphasized the potential importance of fixed costs and the extent of the market. There is a long tradition in trade theory of using models with Marshallian external effects to approach questions about increasing returns.
w3541|This paper takes Robert Solov seriously. In his classic 1956 article, Solov proposed that we begin the study of economic growth by assuming a standard neoclassical production function with decreasing returns to capital. Taking the rates of saving and population growth as exogenous, he showed that these two variables determine the steady-state level of Income per capita. Because saving and population growth rates vary across countries, different countries reach different steady states. Solow's model gives simple testable predictions about how these variables Influence the steady-state level of income. The higher the rate of saving, the richer the country. The higher the rate of population growth, the poorer the country. This paper argues that the predictions of the Solow model are, to a first approximation, consistent with the evidence. Examining recently available data for a large set of countries, we find that saving and population growth affect income in the direction that Solow predicted.
w16541|How do firms make decisions regarding irreversible investments in uncertain economic environments? Such situations are common in a variety of industries: American Electric Power must commence construction of new plants before knowing future demand for electricity, Boeing must sink costs into new airplane designs before orders from customers are realized, and ExxonMobil must drill wells in the midst of a fluctuating price of oil. Each of these investments is at least partially irreversible because the assets created cannot be fully appropriated to an alternative use. In other words, these investments, once complete, become sunk costs.
w13410|The new-Keynesian Taylor-rule approach to monetary economics provides the current standard model of inflation determination, for modern .at-money economies in which the central bank follows an interest rate target, ignoring monetary aggregates. Any good theory relies on a stylized interpretation of important historical episodes. Keynes had the General Theory of the great depression. Friedman and Schwartz had the Monetary History of the US and UK. The central story for the new-Keynesian Taylor rule is that U. S. inflation was stabilized in the early 1980s, by a change from a 'passive' policy in which interest rates did not respond suffciently to inflation, to an 'active' policy in which they did so. Most famously, Clarida, Galí and Gertler (2000) run regressions of interest rates on inflation and output. They find inflation coeffcients below one up to 1980, and above one since then. I argue against this central interpretation of the historical record. To see the key point, we need to understand how new-Keynesian models work. They do not say that higher in.
w4065|The corporate governance system in Japan is generally believed to differ significantly from its US counterpart. The Japanese system is usually characterized as bank and relationship oriented; the US system as (stock) market oriented.1 The perceived differences in governance systems are usually associated with different firm objectives in the two countries. There is some disagreement, however, about these objectives. According to some observers, Japanese firms maximize growth or market share, rather than (short-term) profits or share price. For example, in a widely cited section, Abegglen and Stalk (1985) discuss the results of a survey in which Japanese managers rated market share the most important and stock price the least important of nine corporate objectives; US managers rated stock price second.2 Partially based on this type of evidence, Blinder (1991 and 1992) argues that Japanese managers maximize growth not profits; managers are able to pursue such a strategy because Japanese shareholders are unable to effectively discipline them. And Milgrom and Roberts (1992) conclude that "Japanese firms are not run in the interests of their shareholders." In contrast, others view the Japanese governance system as one that does maximize firm value.
w19129|There are two complementary approaches in the literature to capturing the interaction between banking distress and the real economy. The first, summarized recently in Gertler and Kiyotaki (2011), emphasizes how the depletion of bank capital in an economic downturn hinders banks ability to intermediate funds. Due to agency problems (and possibly also regulatory constraints) a bank's ability to raise funds depends on its capital. Portfolios losses experienced in a downturn accordingly lead to losses of bank capital that are increasing in the degree of leverage.
w2942|The past decade has witnessed the emergence of an enormous literature that examines the various economic roles of intergenerational transfers. Unfortunately, empirical analysis of gifts and bequests has proven problematic, and several critical questions remain unanswered. Economists disagree sharply about the quantitative importance of intergenerational transfers in the US. By some estimates, these transfers are responsible for approximately four-fifths of aggregate capital accumulation (see Kotlikoff and Summers [1981] and Kotlikoff [1988]); others place this figure below one-fourth (see Modigliani [1988]). There are also several competing schools of thought concerning transfer motives. Some argue that bequests are accidental, and result from precautionary responses to the absence of perfect insurance markets (Hurd [1987]). Others argue that bequests are intentional, and either reflect altruism (Tomes [1981]), or self-interested exchange with one's heirs (Bernheim, Shleifer and Summers [1985]). This paper presents new empirical evidence in support of the view that a significant fraction of total saving is motivated solely by the desire to leave bequests. This evidence is based upon the premise that bequest motives fundamentally alter attitudes towards insurance.
w4554|Much recent research has described the cross-sectional and time-series behavior of asset returns. Asset pricing models with multiple observable or unobservable factors appear to summarize the cross-sectional pattern of returns on common stocks, including some phenomena which are anomalies for the single-factor Capital Asset Pricing Model (CAPM). In the time-series, several variables have emerged as reliable forecasters of returns on stocks and other long-term assets. Fama (1991) provides a comprehensive recent survey of this work.' Fama's survey emphasizes the extent to which cross-sectional research has proceeded independently of time-series research. Yet the time-series behavior of returns can provide vital additional evidence needed to interpret and validate cross-sectioned models. As Fama puts it, existing multi-factor models "leave one hungry for economic insights about how the factors relate to uncertainties about consumption and portfolio opportunities that are of concern to investors, that is, the hedging arguments for mul-tifactor models of Fama (1970) and Merton (1973)" (Fama 1991 p. 1594).
w5605|A large portion of human capital accumulation in the form of training and on-the-job learning takes place inside firms. Becker (1965) and Mincer (1972) provide a systematic explanation of training investments and the associated wages of workers. This standard theory draws a crucial distinction between general and firm-specific training. General training will increase workers' wages in a range of employment opportunities, thus it is the worker who has to pay for general training. The firm should only pay for the firm-specific component of training which does not help the worker receive higher wages elsewhere. However, these predictions seem to be at odds with reality. In Germany, firms voluntarily offer apprenticeships to workers entering the labor market. Although general skills are an important component of these programs, much of the financial burden is borne by the firm (see Noll et al., 1983). The same is true in Japan where training and mentoring within companies is more important in many areas than formal schooling (eg there are no business schools in Japan).
w2420|The Stolper-Samuelson derivatives hold a central place in the theory of international trade. These parameters, measuring the sensitivity of domestic factor prices to changes in the output prices of internationally traded goods, reveal the distributional implications of terms of trade changes, and suggest the political economic motivations for trade and industrial policies.
w9175|A patent pool is an agreement among patent owners to license a set of their patents to one another or to third parties. Patent pools have played an important role in industry since the 1856 sewing machine pool, although their number and importance considerably subsided in a hostile antitrust environment after World War II. Patent pools have been making a comeback in the last few years, and many believe that pools are bound to be as important or more important in the new economy as in traditional sectors. Innovations in hardware, software or biotechnology often build on a number of other innovations owned by a diverse set of owners.
w2451|A principal weakness of the theory of optimal taxation with heterogeneous taxpayers is the dependence of the optimum tax rates on the exact properties of the social welfare function. While other components of the problem, such as the excess burden of the tax system, can presumably be recovered from empirical observations on the behavior of consumers, it is clear that estimating the social welfare function is not an easy task. Although there have been several attempts to recover the social welfare function using the revealed preferences of governments, (usually by assuming that governments are acting optimally according to a "just" principal of taxation, such as equal sacrifice), all of these methods require very strong assumptions which are unlikely to command wide support. This problem is especially disturbing for developing countries which rely heavily on commodity taxes as a major policy instrument for raising revenue and changing the income distribution. In most of these countries data is not available even for estimating the excess burden of the tax system. Therefore, it seems that the theory of optimal commodity taxation is not very helpful as an input into policy formulation in this context. This problem is even more complicated from the perspective of an economic adviser whose role is to advise the government of a specific country. If, in an ideal case, the government can supply him with all the necessary data, then the "cost" or the 1. See Musgrave (1959), Mera (1969), Weisbrod (1968), Piggott (1982), Yaari (1986). - 2 - inefficiency caused by the tax system can be estimated.
w11018|Do people suffer from money illusion, confusing nominal dollar values with real pur- chasing power? When the difference between real and nominal quantities is small and stakes are relatively low, equating the nominal dollar amounts with real values provides a convenient and effective rule of thumb. Therefore, it seems plausible that people often ignore the rate of inﬂation in processing information for relatively small decisions.1 Modigliani and Cohn [1979] hypothesize that stock-market investors may also suf- fer from a particular form of money illusion, incorrectly discounting real cash ﬂows with nominal discount rates.
w6758|Recent events in Southeast Asia have renewed interest in the causes and consequences of speculative attacks on fixed exchange rate regimes. The explanation preferred by policy makers in Southeast Asia is that the currency crisis was a self fulfilling prophecy: it happened because speculators thought it was going to happen.1 Not surprisingly, proponents of this view argue that the International Monetary Fund should provide resources to fend off such predatory attacks and help prey countries recover from them. Multiple equilibrium models of currency crises can be used to rationalize this interpretation of recent events in Southeast Asia.
w16274|The February 2011 issue of the American Economic Review (AER) will mark the journal's centennial. As the flagship publication of the American Economic Association (AEA) and one of the leading economics journals worldwide it is appropriate to mark this special anniversary by pausing to take stock. The AER is a mirror of the AEA, so taking stock allows us to see where the AEA has been and may go in the future. My main goal is to outline certain features of the history of the AER. I do so in straightforward factual terms but my description has an analytic core.
w4090|Microeconomic units do not adjust continuously to the shocks they perceive, and when they do, adjustments are often large. For example, consumers do not upgrade their cars after every innovation in their wealth, and firms do not adjust their factors of production and prices every time demand conditions and productivity change. It is well known by now that such a behavior is inconsistent with the (microeconomic) justification for the standard convex adjustment cost model. This led to the application of (S,s) type models --- typically justified by the presence of a non-convexity in the adjustment cost function --- to a wide variety of economic problems wanting for more realistic microfoundations (see, eg
w1669|The most prevalent explanation of fluctuations in the yield curve is the expectations theory, which posits that the slope of the yield curve reflects the Market expectation of the future change in interest rates. Numerous studies, however, present evidence that the data are inconsistent with the joint hypothesis of the expectations theory and rational expectations.1 Indeed, the rejections of the expectations theory date back at least to Macaulay [1938, p. 33], who pointed out the implications of the theory but concluded that "experience is more nearly the opposite." Perhaps the most striking rejections use data at only the short end of the maturity spectrum. Recently, Fama [1984], Jones and Roley [1983], Mankiw and Summers [1984], and Shiller, Campbell, and Schoenholtz [1983] all conclude that yields on Treasury bills of less than one year do not obey the expectations theory. While stories of highly variable risk premiums, changing asset supplies, or segmented markets might explain the failure of very long-term yields to behave according to the theory, such stories seem less plausible applied to the markets for three-month and six-month bills.
w3108|Economic theory has trouble explaining strikes.1 As stated by Hart (1989), "The difficulty is to understand why rational parties should resort to a wasteful mechanism as a way of distributing the gains from trade. Why could not both parties be made better off by moving to the final distribution of surplus immediately [ ] and sharing the benefits from increased production?" A similar objection to developing a coherent theory of strikes is what Kennan (1986) calls the "Hicks paradox", namely: "The main obstacle is that if one has a theory which predicts when a strike will occur and what the outcome will be, the parties can agree to this outcome in advance, and so avoid the costs of a strike. If they do this, the theory ceases to hold. [ ] If the parties are rational, it is difficult to see why they would fail to negotiate a Pareto optimal outcome." This paradox has been resolved by resorting to informational imperfections, in particular asymmetric information. Indeed, it is often thought that there are no other possible culprits for these inefficiencies.^ Card (1988), for example, asserts that "It has long been recognized that any consistent theoretical model of strikes must appeal to some form of imperfect information.
w4373|This paper seeks to address two fundamental and related questions about the housing market: 1) What accounts for fluctuations in house prices? and 2) Why is it that there appears to be more intense trading activity (ie, a higher volume of sales; and a shorter average waiting time from listing to sale) in rising markets than in falling markets? The standard theoretical approach to the first question (as exemplified by Poterba (1984)) treats the housing market much like any other asset market. In this framework, house prices are forward looking and depend solely on such current and future "fundamentals" as user costs of capital, rents, and construction costs. However, this "efficient markets" approach to house price determination has encountered empirical difficulties. Case and Shiller (1989, 1990) present evidence that changes in house prices are forecastable, based on both past price changes and on such fundamental-based measures as rent-to-price and construction-cost-to-price ratios.1 Furthermore, there have been a number of dramatic boom-to-bust episodes at both the country and regional levels that appear to be difficult to explain---even retrospectively---with the standard model.2 Many observers have concluded from these sorts of data that house prices are in part driven by non-fundamental speculative phenomena such as fads or bubbles.
w2680|Economists are increasingly aware of the importance of heterogeneity among individuals for issues in macroeconomics. One such issue is the interaction between individual income uncertainty and tax policy. Since an individual's personal tax liability is typically contingent on his income, and since future income is uncertain, future taxes provide a form of insurance. This insurance effect of income taxes has normative implications regarding the desirability of the taxes (Varian, 1980) and positive implications regarding their impact on consumption and saving (Chan, 1983; Barsky, Mankiw, Zeldes, 1986).1 The purpose of this paper is to study the response of consumption to the timing of labor income taxes. We assume that individuals are infinitely lived, so that the taxes do not redistribute across generations. We also assume that labor supply is inelastic, so that the taxes are not distortionary. The failure of Ricardian equivalence in our model is fully attributable to the insurance effect of the income tax system. This failure of Ricardian equivalence, which was discussed by Barro (1974, p. 1115) and Tobin (1980, p. 59-60), was first analyzed explicitly by Chan using a two-period model. Barsky, Mankiw, and Zeldes argued that this insurance effect is likely to be quantitatively important; they examined multi-period examples but only through the use of computer simulations and under the assumption that income is independently distributed in each period. Here we allow individual income to follow a Markov process.
w9889|In modern industrial organization, there has recently been a growth in the number of empirical papers that use a structural econometric modelling approach to analyze data on firm and consumer behavior. One of the most active research areas in this line of work has been on the analysis of auction data. As pointed out by the inﬂuential survey of Laffont and Vuong (1996), auction models appear especially well-suited to base structural econometric models on “because of the availability of many data sets and the well-defined game forms associated with auctions.
w2086|Over the last decade, there has been a growing awareness that many-important public policy issues turn critically upon the assumed nature of economic relationships within the family. This awareness is largely attributable to seminal papers by Robert Barro [1974] and Gary Becker [19T4 ] âffiBarro's paper ostensibly concerns the national debt, but its implications are much more far-reaching. Specifically, Barro supplemented the traditional overlapping generations model with intergenerational altriusm, and argued, in essence, that voluntary transfers between parents and children cause the representative "dynastic" family to behave as though it is a single, infinite-lived individual.
w0421|Over the past several years there has been considerable activity in formulating life cycle models of labor supply. The crucial implication of this work is that hours of work is a function of both current and future wages, as well as such variables as wealth and the worker's future prospects. Most of this work has gone unnoticed in the empirical literature. This study synthesizes existing knowledge into an estimable model of labor supply that incorporates life cycle factors, and relates it to empirical models typically found in the literature. A full life cycle model of hours of work is estimated using data on prime age males from the Michigan Panel on Income Dynamics. Most empirical work on labor supply ignores life cycle theory, assuming instead a one-period model. Typically, annual hours of work are regressed on the current hourly wage rate and some measure of property income. A worker, however, determines his current labor supply in a life cycle setting. Unless credit markets are "perfectly imperfect" and there is no human capital accumulation, the supply of labor is a function of current and future discounted wage rates as well as wealth and constraints in other periods.
w0405|A major goal of government policy is to affect the income distribution between individuals in society. There are, however, other social institutions which affect the income distribution and their actions may either reinforce or countervail those of the government. The family plays a major role in this respect. The effect of the family on the distribution of income depends on the variation in individual characteristics within and between families and on the rules for allocation of family resources. We are interested in a particular aspect of this problem: the allocation of parental resources among children of different abilities and its effect on the distribution of their future income and welfare. The nature of the problem can be illustrated by means of a very simple example. Consider two families, each consisting of two children. Let the parents of each family have the same wealth. Children are distinguished solely by their endowed ability. Suppose that half the children's population is of 'high ability' and half of 'low ability.' One possibility is that all differences in ability are within families and hence each family has one 'able' and one 'less able' child.
w2088|Over the past several years, a large number of less-developed countries have repeatedly "rescheduled" their payments on loans from Western banks.1 These reschedulings have typically involved only a postponement of payments (with interest) rather than outright repudiation, but many observers are skeptical whether the loans will ever be repaid in full. In the (limited) secondary market for LDC loans, bank loans to many countries --- particularly South American debtors---trade at substantial discounts.2 There is also evidence that anticipated LDC loan losses are reflected in the stock market values of major creditor banks.3 Given that the net external liabilities of all developing countries stood at over 950 billion dollars by the end of 1985 *, it is not surprising that the "LDC debt crisis" has attracted a great deal of attention. (The Appendix presents figures for some of the major individual borrowers.) An essential feature of sovereign lending is that creditors have only indirect means to enforce repayment. As a consequence, countries may choose to default long before the stage is reached where they are literally unable to pay.
